Metric,var
Max Acc thresh,0.47242847325388093
Max Acc,0.7654682274247492
Max individual Acc thresh,0.5049081462918149
Max individual Acc,0.8681716833890746
Null Acc,0.6659698996655519
Max F1 thresh,136.43932052826128
Max F1,0.6973151894078704
Max individual F1 thresh,2.3926948172900815
Max individual F1,0.8298196368848544
Null F1,0.5007834534628643
AUROC,0.8169155086181784
Individual AUROC,0.8231256967670011
Null AUROC,0.5
