,Max Acc thresh,Max Acc,Max individual Acc thresh,Max individual Acc,Null Acc,Max F1 thresh,Max F1,Max individual F1 thresh,Max individual F1,Null F1,AUROC,Individual AUROC,Null AUROC,runtime,data_preprocess.resolution,data_preprocess.normalize,label_path,method.max_lag,method.var_absolute_values,method.filter_mode
2024-11-01 02:24:34.4420,True,0.91086731678487,0.6816489361702127,0.9147340425531917,0.91086731678487,True,0.40165226190673675,0.9271276595744681,0.40633194575008,0.16367644565033068,0.6714611109877728,0.6716497144821477,0.5,0 days 22:56:55.669413,6H,False,disjoint_10,3,False,corr
2024-11-03 10:53:22.0453,True,0.91086731678487,0.8906914893617022,0.9120641252955084,0.91086731678487,True,0.23041332246019144,0.6598404255319149,0.26395973799242956,0.16367644565033068,0.5765669936020986,0.5765983984492623,0.5,1 days 23:03:37.084985,24H,False,disjoint_10,5,False,corr
2024-10-31 14:33:24.1309,True,0.91086731678487,0.7906914893617021,0.913720449172577,0.91086731678487,True,0.3776227216450891,0.9059840425531915,0.38076089343141917,0.16367644565033068,0.6595510032432936,0.6596573122581477,0.5,1 days 15:54:09.408835,1H,False,disjoint_10,5,False,next
2024-10-31 10:41:26.9162,True,0.91086731678487,0.9732712765957446,0.9111968085106386,0.91086731678487,True,0.2208515489792403,0.6234042553191489,0.2463158395766679,0.16367644565033068,0.5725499674658907,0.5726205650234324,0.5,1 days 18:51:37.634667,1H,False,disjoint_10,3,False,biggest
2024-11-01 20:30:12.4658,True,0.91086731678487,0.8668882978723405,0.9119252364066195,0.91086731678487,True,0.2322007588823732,0.731781914893617,0.2705924436090213,0.16367644565033068,0.5773830912746422,0.577477385158197,0.5,0 days 22:47:59.434784,12H,True,disjoint_10,3,False,next
2024-11-02 14:17:46.8625,True,0.91086731678487,0.7761968085106383,0.912900413711584,0.91086731678487,True,0.27776434001382166,0.775,0.30767548415735885,0.16367644565033068,0.6013313982329418,0.6014883584054885,0.5,1 days 16:34:33.900700,12H,True,disjoint_10,3,False,corr
2024-10-30 03:14:36.0454,True,0.91086731678487,0.9985372340425532,0.9108687943262412,0.91086731678487,True,0.2998585072515033,0.9773936170212766,0.30248182619193253,0.16367644565033068,0.7053222179286344,0.7055692025420919,0.5,0 days 15:47:25.061502,1H,False,disjoint_10,3,False,none
2024-10-31 02:40:01.3059,True,0.91086731678487,0.7893617021276595,0.9137352245862885,0.91086731678487,True,0.37792304726908843,0.9063829787234042,0.38100684911729416,0.16367644565033068,0.6596776850160768,0.6597842999817409,0.5,1 days 11:13:17.588842,1H,False,disjoint_10,3,False,next
2024-11-01 08:50:43.6260,True,0.91086731678487,1.0,0.9108673167848701,0.91086731678487,True,0.20426210436827055,0.7597074468085107,0.21542857947092986,0.16367644565033068,0.5780051146708658,0.5782507406726698,0.5,1 days 14:20:29.509879,6H,True,disjoint_10,3,False,none
2024-11-01 02:57:16.8818,True,0.91086731678487,0.8433510638297872,0.9121926713947992,0.91086731678487,True,0.21988298073128462,0.6776595744680851,0.26441371227792315,0.16367644565033068,0.5709983550683121,0.571066482804862,0.5,1 days 08:26:02.571700,6H,True,disjoint_10,3,False,next
2024-10-31 17:30:14.3747,0,0.9189346926713948,0.3003989361702128,0.9247975768321514,0.91086731678487,True,0.5494337639300643,0.9949468085106383,0.5469211849298564,0.16367644565033068,0.7545615429434697,0.7547012938897859,0.5,1 days 16:10:29.586361,1H,False,disjoint_10,5,False,corr
2024-11-01 15:11:10.1250,True,0.91086731678487,0.9739361702127659,0.9111776004728134,0.91086731678487,True,0.19743107717534433,0.6655585106382979,0.23648982899153317,0.16367644565033068,0.5594567596168388,0.5595808324744372,0.5,1 days 12:30:56.097591,6H,False,disjoint_10,3,False,biggest
2024-11-03 14:14:22.3654,True,0.91086731678487,0.8167553191489362,0.9122502955082745,0.91086731678487,True,0.2149709031966625,0.7944148936170212,0.2704363745665653,0.16367644565033068,0.5677816181047659,0.5678800447126443,0.5,2 days 02:35:36.332471,24H,True,disjoint_10,5,False,next
2024-10-30 01:19:31.6157,True,0.91086731678487,0.43111702127659574,0.9217567966903076,0.91086731678487,True,0.5007492795389049,0.9680851063829787,0.4981415563082099,0.16367644565033068,0.7271213924023977,0.7272855447803147,0.5,1 days 18:01:07.971751,15min,False,disjoint_10,5,False,corr
2024-11-02 20:21:48.7152,True,0.91086731678487,0.7772606382978723,0.9129270094562649,0.91086731678487,True,0.2780689559893967,0.7726063829787234,0.3079712746391519,0.16367644565033068,0.6015158994125374,0.6016752108299377,0.5,1 days 22:02:33.779442,12H,True,disjoint_10,5,False,corr
2024-10-31 23:26:34.3723,True,0.91086731678487,0.997872340425532,0.9108732269503548,0.91086731678487,True,0.2455986260655442,0.8711436170212766,0.2539967626247676,0.16367644565033068,0.6270569117255848,0.6273282213004607,0.5,0 days 23:04:51.257255,6H,False,disjoint_10,3,False,none
2024-11-02 01:19:57.1000,True,0.91086731678487,0.969281914893617,0.9113283096926716,0.91086731678487,True,0.1900402599355173,0.6781914893617021,0.23359941965676817,0.16367644565033068,0.555341215051882,0.5554494718890747,0.5,0 days 22:55:08.924307,12H,False,disjoint_10,5,False,biggest
2024-10-28 04:37:11.3207,True,0.91086731678487,0.8886968085106383,0.9114612884160759,0.91086731678487,True,0.2938058819025581,0.8058510638297872,0.30275265878371876,0.16367644565033068,0.6107195339625194,0.6107624461338067,0.5,1 days 19:09:56.217904,15min,True,disjoint_10,3,False,next
