,Max Acc thresh,Max Acc,Max individual Acc thresh,Max individual Acc,Null Acc,Max F1 thresh,Max F1,Max individual F1 thresh,Max individual F1,Null F1,AUROC,Individual AUROC,Null AUROC,runtime,data_preprocess.resolution,data_preprocess.normalize,label_path,method.max_lag,method.var_absolute_values,method.filter_mode,data_path,data_preprocess.subset_year,data_preprocess.subset_month
2024-11-21 15:47:56.3683,39.95077010764509,0.7998129967274428,10.859612847870634,0.7998597475455821,0.7998129967274428,2.8321087185069977,0.3336060145689688,0.9433739088721008,0.3462486148768037,0.3335930196322842,0.20948608611369351,0.2015394654823126,0.5,0 days 00:11:42.728880,6H,True,random_5,5,True,None,resources/rivers_flood.csv,False,[]
2024-11-25 14:35:38.8720,11.19,0.8101683029453015,2.29054221175706,0.8615942028985506,0.7998129967274428,16.264661512837865,0.5770348225188429,3.770302788499562,0.6791228072681748,0.3335930196322842,0.8390059300712008,0.8403562801932367,0.5,0 days 00:10:33.740972,15min,False,random_5,3,True,None,resources/rivers_ts_east_germany.csv,2021,10
2024-11-21 16:18:49.0342,18.099991587104185,0.7998129967274428,5.445093408403999,0.8015661524076672,0.7998129967274428,6.149066450634522,0.34055876685934483,1.793113169671375,0.3687587002919839,0.3335930196322842,0.35060444706743665,0.3359854682873617,0.5,0 days 00:05:35.805164,12H,True,random_5,3,False,None,resources/rivers_flood.csv,False,[]
2024-11-21 21:29:21.4656,52.21295749065171,0.8034128097241702,36.88708679173615,0.8572931276297335,0.7998129967274428,0.5753896364169989,0.5705596558246486,52.7105622874525,0.6706575042871552,0.3335930196322842,0.8327800999546032,0.8360647498831228,0.5,0 days 01:59:08.642793,24H,False,random_5,5,False,None,resources/rivers_ts_east_germany.csv,False,[]
2024-11-21 15:43:22.9224,25.770194640835268,0.7998129967274428,7.709755906044706,0.8003038803179056,0.7998129967274428,2.2120275052958442,0.3335930196322842,0.9678377085319096,0.34779968784654475,0.3335930196322842,0.2409193054602587,0.2260319269128876,0.5,0 days 00:08:08.914163,6H,True,random_5,3,True,None,resources/rivers_flood.csv,False,[]
2024-11-21 15:50:05.5885,39.950436439774606,0.7998129967274428,9.742662001731414,0.7998597475455821,0.7998129967274428,2.1769453604115983,0.3336710044416738,0.9611758293427886,0.3476772506600413,0.3335930196322842,0.22739049101692824,0.2179362435717625,0.5,0 days 00:10:20.090910,6H,True,random_5,5,False,None,resources/rivers_flood.csv,False,[]
2024-11-21 15:21:33.1526,0.4399610129883389,0.7998129967274428,0.10924275334500676,0.8024544179523142,0.7998129967274428,0.17077075805637018,0.3356283960061986,0.02504857993777025,0.3743045877367195,0.3335930196322842,0.33685626288009346,0.3342518895122331,0.5,0 days 00:15:50.540056,15min,True,random_5,5,False,None,resources/rivers_ts_east_germany.csv,False,[]
2024-11-21 15:28:44.7500,2.350000499472908,0.8088592800374007,4.075553636570772,0.859116409537167,0.7998129967274428,96.72713951762888,0.5486428056689886,13.05526239896888,0.6654146978707658,0.3335930196322842,0.8267063622351591,0.8330276024622097,0.5,0 days 00:22:27.533524,15min,False,random_5,3,True,None,resources/rivers_flood.csv,False,[]
2024-11-21 15:54:45.2703,7.400011250604807,0.8043945769050959,7.8962708467988625,0.8508415147265076,0.7998129967274428,70.21325872763222,0.5067711036663051,15.419497330486704,0.6264977367085929,0.3335930196322842,0.7926664374809504,0.7961210456599657,0.5,0 days 00:26:55.602140,1H,False,random_5,5,True,None,resources/rivers_flood.csv,False,[]
2024-11-21 18:13:28.5963,58.126759831319895,0.7998129967274428,11.531688941399484,0.7999532491818606,0.7998129967274428,12.739196761667884,0.3335930196322842,3.0960461712355443,0.3504982260236441,0.3335930196322842,0.28726446308022324,0.26141538101916784,0.5,0 days 00:11:43.697015,24H,True,random_5,3,True,None,resources/rivers_flood.csv,False,[]
2024-11-21 16:13:49.2159,36.15000041541978,0.8054464703132305,6.680700988663185,0.8582047685834501,0.7998129967274428,0.35647058100137896,0.5897831679529585,8.008667715380247,0.6691531495879322,0.3335930196322842,0.8337296101247378,0.8435733208664484,0.5,0 days 00:27:35.189196,6H,False,random_5,5,True,None,resources/rivers_ts_east_germany.csv,False,[]
2024-11-21 15:04:02.0165,0.6765308709960537,0.7998129967274428,0.31196215668592403,0.8005376344086022,0.7998129967274428,0.26490021267809943,0.3338791423001949,0.09955209646326156,0.3541925397143765,0.3335930196322842,0.27205384464681176,0.2706295776842761,0.5,0 days 00:00:49.270235,15min,True,random_5,3,False,None,resources/rivers_flood.csv,False,[]
2024-11-25 14:27:46.7265,3.16,0.7998129967274428,1.0412373502510577,0.8000467508181393,0.7998129967274428,0.33338049021552985,0.33670975878921644,0.23938816243203254,0.3614102133823424,0.3335930196322842,0.3055300733494397,0.2958333333333333,0.5,0 days 00:01:28.945201,1H,True,random_5,3,True,None,resources/rivers_ts_east_germany.csv,2021,10
2024-11-21 15:08:52.5108,0.6400224107187111,0.7998129967274428,0.1261732594257131,0.8022907900888265,0.7998129967274428,0.2062158472695721,0.3336385063404562,0.028023165186397633,0.39041554435253395,0.3335930196322842,0.36355772520581664,0.35932669082125607,0.5,0 days 00:12:33.444865,15min,True,random_5,3,True,None,resources/rivers_ts_east_germany.csv,False,[]
2024-11-28 11:16:33.0861,1237.698742227538,0.803763440860215,1193.9469451573061,0.8484572230014025,0.7998129967274428,413784.7962309872,0.4947285446842053,4289.274148488625,0.6270414245214396,0.3335930196322842,0.7743625421901381,0.7732474287050024,0.5,0 days 00:01:19.224948,24H,False,random_5,5,False,None,resources/rivers_flood.csv,False,[]
