,Max Acc thresh,Max Acc,Max individual Acc thresh,Max individual Acc,Null Acc,Max F1 thresh,Max F1,Max individual F1 thresh,Max individual F1,Null F1,AUROC,Individual AUROC,Null AUROC,runtime,data_preprocess.resolution,data_preprocess.normalize,label_path,method.max_lag,method.var_absolute_values,method.filter_mode,data_path,data_preprocess.subset_year,data_preprocess.subset_month
2024-11-21 14:45:02.2835,1.0,0.7998129967274428,0.9943899018232819,0.799859747545582,0.7998129967274428,True,0.5582910437525717,0.9925198690977092,0.5575513468921603,0.3335930196322842,0.7932396497586506,0.7933233987844787,0.5,0 days 00:29:46.539213,15min,False,random_5,50,False,none,resources/rivers_flood.csv,False,[]
2024-11-21 14:35:05.7206,1.0,0.7998129967274428,0.6909770920991117,0.8141187470780739,0.7998129967274428,True,0.5847065077074949,0.9733520336605891,0.5933683583052447,0.3335930196322842,0.8023444513886939,0.8023940314788841,0.5,0 days 00:19:49.841130,6H,False,random_5,50,False,none,resources/rivers_flood.csv,False,[]
2024-11-21 14:44:58.3307,1.0,0.7998129967274428,0.25245441795231416,0.8213651238896681,0.7998129967274428,True,0.48650559811431937,0.7643758765778401,0.5098636805509176,0.3335930196322842,0.6784942613112488,0.6785170250896057,0.5,0 days 00:29:42.380260,15min,False,random_5,50,False,corr,resources/rivers_flood.csv,False,[]
2024-11-21 15:07:49.4523,1.0,0.7998129967274428,0.4230949041608228,0.8312762973352034,0.7998129967274428,True,0.44544692917445383,0.603085553997195,0.48522599939149735,0.3335930196322842,0.6506730478471413,0.6508054776375253,0.5,0 days 00:30:13.844890,15min,False,random_5,50,False,corr,resources/rivers_ts_east_germany.csv,2021,10
2024-11-21 14:36:11.9307,1.0,0.7998129967274428,0.8616175783076204,0.805820476858345,0.7998129967274428,True,0.4464673395543706,0.7166900420757363,0.46924906427010216,0.3335930196322842,0.6693158893736274,0.6694561321489793,0.5,0 days 00:21:24.288621,12H,False,random_5,50,False,none,resources/rivers_flood.csv,False,[]
2024-11-21 14:36:10.6291,0,0.8049088359046284,0.31089294062646095,0.8351098644226275,0.7998129967274428,True,0.5148238576909661,0.7143525011687705,0.5391979637421432,0.3335930196322842,0.6970031282976614,0.6970030777621941,0.5,0 days 00:20:54.823846,6H,False,random_5,50,False,corr,resources/rivers_flood.csv,False,[]
2024-11-21 14:49:40.0771,0,0.8228611500701263,0.18513323983169705,0.8413277232351567,0.7998129967274428,True,0.5572563683103529,0.8153342683496961,0.5726845358682665,0.3335930196322842,0.723151820230015,0.7231903537478572,0.5,0 days 00:35:40.969624,6H,False,random_5,50,False,corr,resources/rivers_ts_east_germany.csv,False,[]
2024-11-21 15:05:34.9051,1.0,0.7998129967274428,0.5455820476858345,0.8162926601215522,0.7998129967274428,True,0.4146215299729869,0.6503038803179055,0.4639573454440215,0.3335930196322842,0.6341938381512751,0.6342566619915849,0.5,0 days 00:20:29.040306,6H,False,random_5,50,False,corr,resources/rivers_ts_east_germany.csv,2021,10
2024-11-21 14:36:59.7190,1.0,0.7998129967274428,0.3174380551659654,0.822814399251987,0.7998129967274428,True,0.4760683262403078,0.7017297802711547,0.5052668878054573,0.3335930196322842,0.6725352097295014,0.6725280504908836,0.5,0 days 00:21:44.012071,1H,False,random_5,50,False,corr,resources/rivers_flood.csv,False,[]
2024-11-21 15:05:57.3796,1.0,0.7998129967274428,0.5427769985974754,0.8071762505843852,0.7998129967274428,False,0.3335930196322842,0.45722300140252453,0.4104606810777919,0.3335930196322842,0.583336033891675,0.5833265155056881,0.5,0 days 00:20:28.560933,12H,False,random_5,50,False,corr,resources/rivers_ts_east_germany.csv,2021,10
